,ECO,fen,moves,opening_name
557,A15,rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq,1. Nf3 Nf6 2. c4,"English Opening: Anglo-Indian Defense, King's Knight Variation"
558,A17,rnbqk2r/pppp1ppp/4pn2/8/1bP5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq,1. Nf3 Nf6 2. c4 e6 3. Nc3 Bb4,"English Opening: Anglo-Indian Defense, Nimzo-English"
559,A15,rnbqkb1r/ppp1pppp/3p1n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq,1. Nf3 Nf6 2. c4 d6,"English Opening: Anglo-Indian Defense, Old Indian Formation"
560,A15,rnbqkb1r/p1pppppp/1p3n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq,1. Nf3 Nf6 2. c4 b6,"English Opening: Anglo-Indian Defense, Queen's Indian Formation"
561,A17,rnbqkb1r/p1pp1ppp/1p2pn2/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq,1. c4 Nf6 2. Nc3 e6 3. Nf3 b6,"English Opening: Anglo-Indian Defense, Queen's Indian Formation, 2. Nc3 e6 3. Nf3 b6"
562,A13,rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq,1. Nf3 Nf6 2. c4 e6 3. g3 b6 4. Bg2 Bb7,"English Opening: Anglo-Indian Defense, Queen's Indian Formation, 3. g3 b6 4. Bg2 Bb7"
563,A17,rn1qkb1r/pbpp1ppp/1p2pn2/8/2P1P3/2NB1N2/PP1P1PPP/R1BQK2R b KQkq,1. c4 Nf6 2. Nc3 e6 3. Nf3 b6 4. e4 Bb7 5. Bd3,"English Opening: Anglo-Indian Defense, Queen's Indian Variation"
564,A16,rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq,1. c4 Nf6 2. Nc3,"English Opening: Anglo-Indian Defense, Queen's Knight Variation"
565,A11,rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq,1. Nf3 Nf6 2. c4 e6 3. g3 a6,"English Opening: Anglo-Indian Defense, Romanishin Variation"
566,A15,rnbqkb1r/ppp1pppp/5n2/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq,1. Nf3 Nf6 2. c4 d5,"English Opening: Anglo-Indian Defense, Scandinavian Defense"
567,A15,rnbqkb1r/ppp1pppp/8/3n4/8/5N2/PP1PPPPP/RNBQKB1R w KQkq,1. Nf3 Nf6 2. c4 d5 3. cxd5 Nxd5,"English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation"
568,A15,rnbqkb1r/pp1ppp1p/2p2np1/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq,1. Nf3 Nf6 2. c4 g6 3. g3 c6,"English Opening: Anglo-Indian Defense, Slav Formation"
569,A18,rnbqk2r/pppp1ppp/4pn2/8/1bP3P1/2N2N2/PP1PPP1P/R1BQKB1R b KQkq,1. c4 Nf6 2. Nc3 e6 3. Nf3 Bb4 4. g4,"English Opening: Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack"
570,A10,r1bqkbnr/pppppppp/2n5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 Nc6,English Opening: Anglo-Lithuanian Variation
571,A10,rnbqkbnr/ppp1pppp/8/3p4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 d5,English Opening: Anglo-Scandinavian Defense
572,A10,rnbqkbnr/ppp2ppp/4p3/3P4/8/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 d5 2. cxd5 e6,"English Opening: Anglo-Scandinavian Defense, Loehn Gambit"
573,A10,rnb1kbnr/ppp1pppp/8/q7/8/2N5/PP1PPPPP/R1BQKBNR w KQkq,1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qa5,"English Opening: Anglo-Scandinavian Defense, Malvinas Variation"
574,A10,rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 d5 2. cxd5 Nf6,"English Opening: Anglo-Scandinavian Defense, Schulz Gambit"
575,A22,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq,1. c4 e5 2. Nc3 Nf6 3. g3,English Opening: Carls-Bremen System
576,A11,rnbqkbnr/pp1ppppp/2p5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 c6,English Opening: Caro-Kann Defensive System
577,A25,r1bqk2r/pppp1pbp/2n3pn/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR w Kkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Rb1 Nh6 5. Bg2 Bg7,"English Opening: Closed, 5. Rb1 Taimanov Variation"
578,A25,r1bqk2r/ppp2pbp/2np2pn/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Nh6,"English Opening: Closed, Taimanov Variation"
579,A20,rnbqkbnr/pppp1pp1/8/4p2p/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq,1. c4 e5 2. g3 h5,English Opening: Drill Variation
580,A28,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e4,"English Opening: Four Knights System, Nimzowitsch Variation"
581,A10,rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 g6,English Opening: Great Snake Variation
582,A10,rnbqkbnr/p1pppppp/8/1p6/2P5/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 b5,English Opening: Jaenisch Gambit
583,A20,rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 e5,English Opening: King's English Variation
584,A21,rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq,1. c4 e5 2. Nc3 d6 3. Nf3,"English Opening: King's English Variation, 2. Nc3 d6 3. Nf3"
585,A22,rnbqkb1r/p1pp1ppp/5n2/1p4N1/2P1p3/2N5/PP1PPPPP/R1BQKB1R w KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 b5,"English Opening: King's English Variation, Bellon Gambit"
586,A26,r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2NP2P1/PP3PBP/R1BQK1NR b KQkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6 6. e4,"English Opening: King's English Variation, Botvinnik System"
587,A26,rnbq1rk1/1p3pbp/p1pp1np1/4p3/2P1P3/2NP2P1/PP2NPBP/R1BQ1RK1 w -,1. c4 g6 2. Nc3 Bg7 3. g3 Nf6 4. Bg2 O-O 5. e4 d6 6. Nge2 e5 7. O-O c6 8. d3 a6,"English Opening: King's English Variation, Botvinnik System, Prickly Pawn Pass System"
588,A25,r2qk1nr/ppp2pbp/2npb1p1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. e3 d6 6. Nge2 Be6,"English Opening: King's English Variation, Bremen-Hort Variation"
589,A25,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR b KQkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3,"English Opening: King's English Variation, Closed System"
590,A26,r1bqk1nr/ppp2pbp/2np2p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR w KQkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. d3 d6,"English Opening: King's English Variation, Closed System, Full Symmetry"
591,A28,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6,"English Opening: King's English Variation, Four Knights Variation"
592,A28,r1bqk2r/pppp1pp1/5n1p/4n3/2PN3B/2P5/P3PPPP/R2QKB1R w KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d4 exd4 5. Nxd4 Bb4 6. Bg5 h6 7. Bh4 Bxc3+ 8. bxc3 Ne5,"English Opening: King's English Variation, Four Knights Variation, 7. Bh4 Bxc3+ 8. bxc3 Ne5"
593,A28,r1bqkb1r/pppp1ppp/2n2n2/8/2PPp3/2N2N2/PP2PPPP/R1BQKB1R w KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d4 e4,"English Opening: King's English Variation, Four Knights Variation, Bradley Beach Variation"
594,A29,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. g3,"English Opening: King's English Variation, Four Knights Variation, Fianchetto Line"
595,A28,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2NP1N2/PP2PPPP/R1BQKB1R b KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. d3,"English Opening: King's English Variation, Four Knights Variation, Flexible Line"
596,A28,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/P1N2N2/1P1PPPPP/R1BQKB1R b KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. a3,"English Opening: King's English Variation, Four Knights Variation, Korchnoi Line"
597,A28,r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N1PN2/PP1P1PPP/R1BQKB1R b KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3,"English Opening: King's English Variation, Four Knights Variation, Quiet Line"
598,A28,r1bqk2r/pppp1ppp/2n2n2/4p3/2P5/2b1PN2/PPQP1PPP/R1B1KB1R w KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3 Bb4 5. Qc2 Bxc3,"English Opening: King's English Variation, Four Knights Variation, Quiet Line, 4. e3 Bb4 5. Qc2 Bxc3"
599,A28,r1bqr1k1/pppp1ppp/2n2n2/3NpQ2/1bP5/4PN2/PP1P1PPP/R1B1KB1R b KQ,1. c4 e5 2. Nc3 Nf6 3. Nf3 Nc6 4. e3 Bb4 5. Qc2 O-O 6. Nd5 Re8 7. Qf5,"English Opening: King's English Variation, Four Knights Variation, Quiet Line, 6. Nd5 Re8 7. Qf5"
600,A25,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR b Kkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Rb1,"English Opening: King's English Variation, Hungarian Attack"
601,A21,rnbqkbnr/pp3ppp/2pp4/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 d6 3. g3 c6,"English Opening: King's English Variation, Keres Defense"
602,A21,rnbqk1nr/pppp1ppp/8/4p3/1bP5/2N5/PP1PPPPP/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 Bb4,"English Opening: King's English Variation, Kramnik-Shirov Counterattack"
603,A20,rnbqkbnr/pppp1ppp/8/4p3/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq,1. c4 e5 2. Nf3,"English Opening: King's English Variation, Nimzowitsch Variation"
604,A20,rnbqkbnr/pppp1ppp/8/8/2P1p3/5N2/PP1PPPPP/RNBQKB1R w KQkq,1. c4 e5 2. Nf3 e4,"English Opening: King's English Variation, Nimzowitsch-Flohr Variation"
605,A25,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 Nc6,"English Opening: King's English Variation, Reversed Closed Sicilian"
606,A21,rnbqkbnr/pppp1ppp/8/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq,1. c4 e5 2. Nc3,"English Opening: King's English Variation, Reversed Sicilian"
607,A21,rn1qkbnr/ppp2ppp/3p4/4p3/2P3b1/2N2N2/PP1PPPPP/R1BQKB1R w KQkq,1. c4 e5 2. Nc3 d6 3. Nf3 Bg4,"English Opening: King's English Variation, Smyslov Defense"
608,A25,r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq,1. c4 e5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7,"English Opening: King's English Variation, Taimanov Variation"
609,A27,r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq,1. c4 e5 2. Nc3 Nc6 3. Nf3,"English Opening: King's English Variation, Three Knights System"
610,A21,r2qkbnr/ppp2ppp/2npb3/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq,1. c4 e5 2. Nc3 Nc6 3. g3 d6 4. Bg2 Be6,"English Opening: King's English Variation, Troger Defense"
611,A22,rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 Nf6,"English Opening: King's English Variation, Two Knights Variation"
612,A24,rnbqkb1r/pppp1p1p/5np1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 Nf6 3. g3 g6,"English Opening: King's English Variation, Two Knights Variation, Fianchetto Line"
613,A23,rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 Nf6 3. g3 c6,"English Opening: King's English Variation, Two Knights Variation, Keres Variation"
614,A22,rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 Nf6 3. g3 d5,"English Opening: King's English Variation, Two Knights Variation, Reversed Dragon"
615,A22,rnbqk2r/pppp1ppp/5n2/4p3/1bP5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq,1. c4 e5 2. Nc3 Nf6 3. g3 Bb4,"English Opening: King's English Variation, Two Knights Variation, Smyslov System"
616,A22,rnbqkb1r/pppp1ppp/8/6N1/2P1p1n1/2N5/PP1PPPPP/R1BQKB1R w KQkq,1. c4 e5 2. Nc3 Nf6 3. Nf3 e4 4. Ng5 Ng4,"English Opening: King's English, Erbenheimer Gambit"
617,A25,rnbqkb1r/pppp1ppp/5n2/4p3/2P2P2/2N5/PP1PP1PP/R1BQKBNR b KQkq,1. c4 e5 2. Nc3 Nf6 3. f4,"English Opening: King's English, Mazedonisch"
618,A18,rnbqkb1r/pppp1ppp/4pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq,1. c4 Nf6 2. Nc3 e6 3. e4,English Opening: Mikenas-Carls Variation
619,A18,r1bqkb1r/pppp1ppp/2n1pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq,1. c4 Nf6 2. Nc3 e6 3. e4 Nc6,"English Opening: Mikenas-Carls Variation, 2. Nc3 e6 3. e4 Nc6"
620,A18,rnbqkb1r/ppp2ppp/4pn2/3pP3/2P5/2N5/PP1P1PPP/R1BQKBNR b KQkq,1. c4 Nf6 2. Nc3 e6 3. e4 d5 4. e5,"English Opening: Mikenas-Carls Variation, 3. e4 d5 4. e5"
621,A19,rnbqkb1r/pp1p1ppp/4pn2/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq,1. c4 Nf6 2. Nc3 e6 3. e4 c5,"English Opening: Mikenas-Carls, Sicilian"
622,A10,rnbqk1nr/ppppppbp/8/6p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,1. c4 g5 2. d4 Bg7,English Opening: Myers Variation
623,A13,rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq,1. Nf3 Nf6 2. c4 e6 3. g3 d5,English Opening: Neo-Catalan
624,A14,rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq,1. Nf3 Nf6 2. c4 e6 3. g3 d5 4. Bg2 Be7,English Opening: Neo-Catalan Declined
625,A10,rnbqkb1r/ppppp1pp/5n2/8/2P1p1P1/2N5/PP1P1P1P/R1BQKBNR b KQkq,1. c4 f5 2. Nc3 Nf6 3. e4 fxe4 4. g4,English Opening: Porcupine Variation
626,A13,rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq,1. Nf3 Nf6 2. c4 e6 3. g3 a6 4. Bg2 b5,English Opening: Romanishin Gambit
627,A30,rnbqkbnr/pp1ppppp/8/2p5/2P5/8/PP1PPPPP/RNBQKBNR w KQkq,1. c4 c5,English Opening: Symmetrical Variation
628,A31,rnbqkb1r/pp1ppppp/5n2/2p5/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq,1. d4 Nf6 2. c4 c5 3. Nf3,"English Opening: Symmetrical Variation, Anti-Benoni Variation"
629,A33,r1b1kb1r/pp1p1ppp/1qn1pn2/8/2PN4/2N3P1/PP2PP1P/R1BQKB1R w KQkq,1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6 6. g3 Qb6,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Geller Variation"
630,A32,rnbqkb1r/pp1p1ppp/4pn2/8/2PN4/8/PP2PPPP/RNBQKB1R w KQkq,1. d4 Nf6 2. c4 c5 3. Nf3 cxd4 4. Nxd4 e6,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense"
631,A33,r1bqkb1r/pp1p1ppp/2n1pn2/8/2PN4/2N5/PP2PPPP/R1BQKB1R w KQkq,1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. d4 cxd4 5. Nxd4 e6,"English Opening: Symmetrical Variation, Anti-Benoni Variation, Spielmann Defense, 4. d4 cxd4 5. Nxd4 e6"
632,A36,r1bqk1nr/pp1pppbp/2n3p1/2p5/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQkq,1. e4 c5 2. c4 Nc6 3. Nc3 g6 4. g3 Bg7 5. Bg2,"English Opening: Symmetrical Variation, Botvinnik System"
633,A36,r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/2P5/2N1P1P1/PP1P1PBP/R1BQK1NR w KQkq,1. c4 c5 2. Nc3 g6 3. g3 Bg7 4. Bg2 Nc6 5. e3 e5,"English Opening: Symmetrical Variation, Botvinnik System Reversed"
634,A37,r1bqk1nr/pp1p1pbp/2n3p1/2p1p3/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq,1. Nf3 c5 2. c4 Nc6 3. Nc3 e5 4. g3 g6 5. Bg2 Bg7,"English Opening: Symmetrical Variation, Botvinnik System Reversed, 4. g3 g6 5. Bg2 Bg7"
635,A38,r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/1PN2NP1/P2PPPBP/R1BQ1RK1 b -,1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3 Nf6 6. O-O O-O 7. b3,"English Opening: Symmetrical Variation, Double Fianchetto"
636,A38,r1bq1rk1/pp1pppbp/2n2np1/2p5/2P5/2NP1NP1/PP2PPBP/R1BQ1RK1 b -,1. Nf3 Nf6 2. g3 g6 3. Bg2 Bg7 4. O-O O-O 5. c4 c5 6. Nc3 Nc6 7. d3,"English Opening: Symmetrical Variation, Duchamp Variation"
637,A34,rnbqkb1r/pp1ppppp/5n2/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq,1. c4 Nf6 2. Nc3 c5 3. g3,"English Opening: Symmetrical Variation, Fianchetto Variation"
638,A36,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq,1. c4 c5 2. Nc3 Nc6 3. g3,"English Opening: Symmetrical Variation, Fianchetto Variation, 2. Nc3 Nc6 3. g3"
639,A35,r1bqkb1r/pp1ppppp/2n2n2/2p5/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq,1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6,"English Opening: Symmetrical Variation, Four Knights Variation"
640,A38,r1bqk2r/pp1pppbp/2n2np1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R w KQkq,1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7,"English Opening: Symmetrical Variation, Full Symmetry Line"
641,A30,rn1qk2r/pb1pbppp/1p2pn2/2p5/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq,1. Nf3 Nf6 2. c4 c5 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7,"English Opening: Symmetrical Variation, Hedgehog Defense"
642,A39,r1bq1rk1/pp1pppbp/2n2np1/2p5/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b -,1. Nf3 Nf6 2. c4 c5 3. Nc3 Nc6 4. g3 g6 5. Bg2 Bg7 6. O-O O-O 7. d4,"English Opening: Symmetrical Variation, Mecking Variation"
643,A30,rnbqkb1r/pp1ppppp/5n2/2p5/1PP5/5N2/P2PPPPP/RNBQKB1R b KQkq,1. c4 c5 2. Nf3 Nf6 3. b4,"English Opening: Symmetrical Variation, Napolitano Gambit"
644,A34,rnbqkbnr/pp1ppppp/8/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq,1. c4 c5 2. Nc3,"English Opening: Symmetrical Variation, Normal Variation"
645,A34,rnbqkb1r/ppn1pppp/8/2p5/8/2N3P1/PP1PPPBP/R1BQK1NR w KQkq,1. c4 Nf6 2. Nc3 c5 3. g3 d5 4. cxd5 Nxd5 5. Bg2 Nc7,"English Opening: Symmetrical Variation, Rubinstein Variation"
646,A36,r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq,1. c4 c5 2. g3 g6 3. Bg2 Bg7 4. Nc3 Nc6,"English Opening: Symmetrical Variation, Symmetrical Variation"
647,A34,rnbqkb1r/pp2pppp/8/2pn4/8/2N2N2/PP1PPPPP/R1BQKB1R w KQkq,1. Nf3 Nf6 2. c4 c5 3. Nc3 d5 4. cxd5 Nxd5,"English Opening: Symmetrical Variation, Three Knights Variation"
648,A37,r1bqk1nr/pp1pppbp/2n3p1/2p5/2P5/2N2NP1/PP1PPPBP/R1BQK2R b KQkq,1. c4 c5 2. Nc3 Nc6 3. g3 g6 4. Bg2 Bg7 5. Nf3,"English Opening: Symmetrical Variation, Two Knights Line"
649,A35,r1bqkbnr/pp1ppppp/2n5/2p5/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq,1. c4 c5 2. Nc3 Nc6,"English Opening: Symmetrical Variation, Two Knights Variation"
650,A30,r2qk2r/1b1nbppp/pp1ppn2/8/2PQ4/1PN2NP1/P3PPBP/R1BR2K1 w kq,1. Nf3 c5 2. c4 Nf6 3. Nc3 e6 4. g3 b6 5. Bg2 Bb7 6. O-O Be7 7. d4 cxd4 8. Qxd4 d6 9. Rd1 a6 10. b3 Nbd7,"English Opening: Symmetrical, Hedgehog, Flexible Formation"
651,C20,rnbqkbnr/pppp1ppp/8/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq,1. e4 e5 2. c4,English Opening: The Whale
652,A10,rnbqkbnr/ppppp1pp/8/5p2/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq,1. c4 f5 2. g4,English Opening: Wade Gambit
653,A30,rnbqkbnr/pp1ppppp/8/2p5/1PP5/8/P2PPPPP/RNBQKBNR b KQkq,1. c4 c5 2. b4,English Opening: Wing Gambit
654,A10,rnbqkbnr/pppp1p1p/8/4p1p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,1. c4 g5 2. d4 e5,English Opening: Zilbermints Gambit
655,A20,rnbqkb1r/pppp1ppp/5n2/8/2P2p2/4PN2/PP1P2PP/RNBQKB1R b KQkq,1. c4 e5 2. e3 Nf6 3. f4 exf4 4. Nf3,"English Openings: King's English, Kahiko-Hula Gambit"
656,A15,rnbqkb1r/pppppppp/5n2/8/1PP5/8/P2PPPPP/RNBQKBNR b KQkq,1. c4 Nf6 2. b4,English Orangutan
657,A41,rn1qkbnr/ppp2ppp/3pb3/4P3/2P5/8/PP2PPPP/RNBQKBNR w KQkq,1. d4 d6 2. c4 e5 3. dxe5 Be6,English Rat: Pounds Gambit
658,A40,rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 e5,Englund Gambit
659,A40,rnbqkbnr/pppp1ppp/8/3Pp3/8/8/PPP1PPPP/RNBQKBNR b KQkq,1. d4 e5 2. d5,Englund Gambit Complex Declined
660,A40,rnb1k1nr/pppp1ppp/8/2bPp3/4P2q/8/PPP2PPP/RNBQKBNR w KQkq,1. d4 e5 2. d5 Bc5 3. e4 Qh4,"Englund Gambit Complex Declined, Diemer Counterattack"
661,A40,r1b1kbnr/ppppqppp/2n5/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq,1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7,Englund Gambit Complex: Englund Gambit
662,A40,r1bqk1nr/pppp1ppp/2n5/2b1P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq,1. d4 e5 2. dxe5 Nc6 3. Nf3 Bc5,Englund Gambit Complex: Felbecker Gambit
663,A40,rnbqkbnr/ppp2ppp/3p4/4P3/8/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 e5 2. dxe5 d6,Englund Gambit Complex: Hartlaub-Charlick Gambit
664,A40,rnb1kbnr/pppp1ppp/8/4P3/7q/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 e5 2. dxe5 Qh4,Englund Gambit Complex: Mosquito Gambit
665,A40,rnbqkbnr/pppp2pp/5p2/4P3/8/8/PPP1PPPP/RNBQKBNR w KQkq,1. d4 e5 2. dxe5 f6,Englund Gambit Complex: Soller Gambit
666,A40,r1bqkbnr/pppp2pp/2n2p2/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq,1. d4 e5 2. dxe5 Nc6 3. Nf3 f6,Englund Gambit Complex: Soller Gambit Deferred
667,A40,r1b1kbnr/ppppqppp/2n5/3QP3/8/5N2/PPP1PPPP/RNB1KB1R b KQkq,1. d4 e5 2. dxe5 Nc6 3. Nf3 Qe7 4. Qd5,Englund Gambit Complex: Stockholm Variation
668,A40,r1bqkbnr/pppp1pp1/2n4p/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq,1. d4 e5 2. dxe5 Nc6 3. Nf3 h6,Englund Gambit Complex: Zilbermints Gambit
669,A40,r1bqkb1r/ppppnppp/2n5/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq,1. d4 e5 2. dxe5 Nc6 3. Nf3 Nge7,"Englund Gambit Complex: Zilbermints Gambit, 2. dxe5 Nc6 3. Nf3 Nge7"
670,A40,rnbqkbnr/pppp1ppp/8/4p3/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq,1. d4 e5 2. Nf3,"Englund Gambit Declined, Reversed Alekhine"
671,A40,rnbqkbnr/pppp1ppp/8/8/3Pp3/8/PPP1PPPP/RNBQKBNR b KQkq,1. d4 e5 2. Nf3 e4 3. Ng1,"Englund Gambit Declined, Reversed Brooklyn"
